Business Date,Symbol,Status,Open Interest,Trade Volume,High Price (USD),Low Price (USD),Settlement/Last Trade Price (USD),Maturity Date and Time (ET)
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-ALOU001,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-ALSI001,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-CAET002,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-CHEN010,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-CHRD005,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-DAAS002,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-DEER006,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-FEST001,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-GRAL001,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-JOEN013,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-KYOD001,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-KYON009,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-LOER005,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-MANG014,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-MAON031,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-MIER024,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-NOEL002,Open,0,0,,,,08/18/26 05:30 PM EDT
20260709,INDYCAR-WIN-RCE-00GR5468VKHPB03G5N1KLUITGJLP808OOLJIV07C7PLNKTU4KFAQNTRSLUM0-PARD003,Open,0,0,,,,08/18/26 05:30 PM EDT
